ego_aid,name,pub_date,pub_year,title,cited_by_count,doi,wid,authors,work_type,ego_age,nb_coauthors
A5001775538,Hugh Garavan,2024-03-16,2024,neuroanatomical variability associated with early substance use initiation: results from the abcd study,3,https://doi.org/10.1101/2024.03.06.24303876,W4392582351,"Alex P. Miller, David A. A. Baranger, Sarah E. Paul, Hugh Garavan, Scott Mackey, Susan F. Tapert, Kimberly H. LeBlanc, Arpana Agrawal, Ryan Bogdan",preprint,32.0,9
A5014570718,,1953-02-10,1953,glossary of physiological terms,0,https://doi.org/10.1109/tit.1953.1188574,W2122521513,Jason H. T. Bates,article,,1
A5023858070,Mary Cushman,2003-03-13,2003,inter-relation of coagulation factors and d-dimer levels in healthy individuals,40,https://doi.org/10.1046/j.1538-7836.2003.00080.x,W2079266121,"Astrid van Hylckama Vlieg, Peter Callas, Mary Cushman, Rogier M. Bertina, Frits R. Rosendaal",article,29.0,5
A5031362021,Jane B. Lian,2008-10-05,2008,targeted ablation of the ww domain-containing oxidoreductase tumor suppressor leads to impaired steroidogenesis,80,https://doi.org/10.1210/en.2008-1087,W1995037363,"Rami I. Aqeilan, John P. Hagan, Alain de Bruin, Maysoon Rawahneh, Zaidoun Salah, Eugenio Gaudio, Hasan Siddiqui, Stefano Volinia, Hansjüerg Alder, Jane B. Lian, Gary S. Stein, Carlo M. Croce",article,36.0,12
A5014570718,Jason H. T. Bates,2020-07-05,2020,physiological signature of late-onset nonallergic asthma of obesity,9,https://doi.org/10.1183/23120541.00049-2020,W3049233609,"Anne E. Dixon, Ubong Peters, Ryan R. Walsh, Nirav Daphtary, Erick S. MacLean, Kevin Hodgdon, David A. Kaminsky, Jason H. T. Bates",article,31.0,8
A5078803587,Matthew D. Liptak,2008-11-07,2008,spectroscopic study of the cobalamin-dependent methionine synthase in the activation conformation: effects of the y1139 residue and <i>s</i>-adenosylmethionine on the b<sub>12</sub> cofactor,34,https://doi.org/10.1021/ja8038129,W1978261597,"Matthew D. Liptak, Supratim Datta, Rowena G. Matthews, Thomas C. Brunold",article,24.0,4
A5081119848,Janet L. Stein,2013-01-30,2013,gene regulation,0,https://doi.org/10.1016/b978-0-12-374984-0.00602-1,W4214719121,"Phillip W.L. Tai, Kristina Kapinas, Jane B. Lian, André J. van Wijnen, Janet L. Stein, Gary S. Stein",book-chapter,49.0,6
A5019605511,Julie A. Dumas,2008-04-20,2008,adult age differences in the access and deletion functions of inhibition,17,https://doi.org/10.1080/13825580701534601,W1999609505,"Julie A. Dumas, Marilyn Hartman",article,7.0,2
A5058304577,Anthony W. D’Amato,2021-04-04,2021,relative influence of stand and site factors on aboveground live-tree carbon sequestration and mortality in managed and unmanaged forests,12,https://doi.org/10.1016/j.foreco.2021.119266,W3158906281,"Christel C. Kern, Laura S. Kenefic, Christian Kuehne, Aaron R. Weiskittel, Sarah J. Kaschmitter, Anthony W. D’Amato, Daniel C. Dey, John M. Kabrick, Brian J. Palik, Thomas M. Schuler",article,19.0,10
A5031362021,Jane B. Lian,2018-08-11,2018,suppression of breast cancer stem cells and tumor growth by the runx1 transcription factor,54,https://doi.org/10.1158/1541-7786.mcr-18-0135,W2887713330,"Deli Hong, Andrew J. Fritz, Kristiaan H. Finstad, Mark P. Fitzgerald, Adam Weinheimer, Adam L. Viens, Jon E. Ramsey, Janet L. Stein, Jane B. Lian, Gary S. Stein",article,46.0,10
A5070545248,J.H.C. Costa,2023-02-12,2023,a randomized controlled trial investigating the effect of transport duration and age at transport on surplus dairy calves: part i. impact on health and growth,19,https://doi.org/10.3168/jds.2022-22366,W4320717583,"H.M. Goetz, K.C. Creutzinger, D.F. Kelton, J.H.C. Costa, Charlotte B. Winder, D.L. Renaud",article,16.0,6
A5015290549,Bruce L. Parker,2001-01-09,2001,tomato insect pests: whitefly,0,,W2981143433,"Bruce L. Parker, N.S. Talekar, Margaret Skinner",article,37.0,3
A5008985646,Anaka Aiyar,2011-03-21,2011,link between exporting and productivity: firm level analysis for indian chemical industry,0,,W3124682274,"Vinish Kathuria, Anaka Aiyar",preprint,0.0,2
A5066791342,Josh Bongard,2018-06-25,2018,scalable co-optimization of morphology and control in embodied machines,85,https://doi.org/10.1098/rsif.2017.0937,W2701942770,"Nick Cheney, Josh Bongard, Vytas SunSpiral, Hod Lipson",article,19.0,4
A5066791342,Josh Bongard,2023-04-26,2023,biological robots: perspectives on an emerging interdisciplinary field,30,https://doi.org/10.1089/soro.2022.0142,W4366602649,"Douglas Blackiston, Sam Kriegman, Josh Bongard, Michael Levin",article,24.0,4
A5085232359,Nicholas J. Gotelli,2012-01-02,2012,plant species richness and ecosystem multifunctionality in global drylands,1341,https://doi.org/10.1126/science.1215442,W2081284397,"Fernando T. Maestre, José L. Quero, Nicholas J. Gotelli, Adrián Escudero, Victoria Ochoa, Manuel Delgado‐Baquerizo, Miguel García‐Gómez, Matthew A. Bowker, Santiago Soliveres, Cristina Escolar, Pablo García‐Palacios, Miguel Berdugo, Enrique Valencia, Beatriz Gozalo, Antonio Gallardo, Lorgio E. Aguilera, Tulio Arredondo, Julio Blones, Bertrand Boeken, Donaldo Bran, Abel Augusto Conceição, Omar Cabrera, Mohamed Chaïeb, Mchich Derak, David J. Eldridge, Carlos I. Espinosa, Adriana Florentino, Juan Gaitán, Gabriel Gatica, Wahida Ghiloufi, Susana Gómez‐González, Julio R. Gutiérrez, Rosa Mary Hernández, Xuewen Huang, Elisabeth Huber‐Sannwald, Mohammad Jankju, Maria N. Miriti, Jorge Monerris, Rebecca L. Mau, E. Morici, Kamal Naseri, Abelardo Ospina, Vicente Polo, Anıbal Prina, Eduardo Pucheta, David A. Ramírez, Roberto L. Romão, Matthew Tighe, Cristian Torres‐Díaz, James Val, José P. Veiga, Deli Wang, Eli Zaady",article,30.0,53
A5074460980,Matthew Carlson,2007-06-12,2007,citizens' perceptions of human rights practices: an analysis of 55 countries,62,https://doi.org/10.1177/0022343307078939,W2097581906,"Matthew Carlson, Ola Listhaug",article,5.0,2
A5042896751,Seth Frietze,2024-07-02,2024,suppression of the host antiviral response by non-infectious varicella zoster virus extracellular vesicles,1,https://doi.org/10.1128/jvi.00848-24,W4400983647,"Christy S. Niemeyer, Seth Frietze, Christina Coughlan, Serena W. R. Lewis, Sara Bustos Lopez, Anthony J. Saviola, Kirk C. Hansen, Eva M. Medina, James E. Hassell, Sophie Kogut, Vicki Traina‐Dorge, Maria A. Nagel, Kimberley D. Bruce, Diego Restrepo, Ravi Mahalingam, Andrew N. Bubak",article,23.0,16
A5101459958,Daniel J. Weiss,2014-07-21,2014,second-order motor planning in children: insights from a cup-manipulation-task,18,https://doi.org/10.1007/s00426-014-0596-y,W2041003681,"Kathrin Wunsch, Daniel J. Weiss, Thomas Schack, Matthias Weigelt",article,49.0,4
A5015787795,Stephen T. Higgins,2018-04-04,2018,multimodal neuroimaging differences in nicotine abstinent smokers versus satiated smokers,13,https://doi.org/10.1093/ntr/nty070,W2796014224,"Bader Chaarani, Philip A. Spechler, Alexandra Ivanciu, Mitchell P. Snowe, Joshua P. Nickerson, Stephen T. Higgins, Hugh Garavan",article,36.0,7
A5031362021,Jane B. Lian,2005-05-19,2005,role of runx2 in transcriptional regulation of mmp9 in bone metastatic cancer cells and the control of cell invasion,0,,W2231446165,"Jitesh Pratap, Lucia R. Languino, André J. van Wijnen, Janet L. Stein, Gary S. Stein, Jane B. Lian",article,33.0,6
A5026763824,David C. Jangraw,2017-10-09,2017,a functional connectivity-based neuromarker of sustained attention generalizes to predict recall in a reading task,68,https://doi.org/10.1016/j.neuroimage.2017.10.019,W2763508406,"David C. Jangraw, Javier González-Castillo, Daniel A. Handwerker, Merage Ghane, Monica D. Rosenberg, Puja Panwar, Peter A. Bandettini",article,39.0,7
A5025702790,Ira M. Bernstein,2002-10-06,2002,comparison of fetal growth estimates based on birth weight and ultrasound references,4,https://doi.org/10.1080/713605676,W4244879679,"Anna Fry, Ira M. Bernstein, Gary J. Badger",article,15.0,3
A5069684912,Randall L. Headrick,2008-03-11,2008,effects of mo seeding on the formation of si nanodots during low-energy ion bombardment,67,https://doi.org/10.1116/1.2870222,W2075837128,"Gözde Özaydın İnce, Karl Ludwig, Hua Zhou, Randall L. Headrick",article,24.0,4
A5109486647,Alec C. Ewald,2023-08-09,2023,"“you can’t punish people for the rest of their life for something that they learned from, and changed from:” collateral consequences, inclusion, and narratives of responsibility",1,https://doi.org/10.1007/s11133-023-09542-w,W4385614346,Alec C. Ewald,article,20.0,1
A5075679004,Christopher L. Berger,2022-09-25,2022,the n-terminal disease–associated r5l tau mutation increases microtubule shrinkage rate due to disruption of microtubule-bound tau patches,3,https://doi.org/10.1016/j.jbc.2022.102526,W4297258918,"Alisa Cario, Sanjula P. Wickramasinghe, Elizabeth Rhoades, Christopher L. Berger",article,46.0,4
A5058304577,Anthony W. D’Amato,2019-05-06,2019,defining and assessing urban forests to inform management and policy,43,https://doi.org/10.1088/1748-9326/ab2552,W2947858454,"Clara C. Pregitzer, Mark S. Ashton, Sarah Charlop‐Powers, Anthony W. D’Amato, Brent R. Frey, Bram Gunther, Richard A. Hallett, Kurt S. Pregitzer, Christopher W. Woodall, Mark A. Bradford",article,17.0,10
A5041409879,Julia Perdrial,2023-01-20,2023,an automated machine learning approach for detecting anomalous peak patterns in time series data from a research watershed in the north eastern united states critical zone,0,https://doi.org/10.2139/ssrn.4662943,W4389641386,"Ijaz Ul Haq, Byung Suk Lee, Donna M. Rizzo, Julia Perdrial",preprint,15.0,4
A5101907134,Mingruo Guo,2012-11-30,2012,"physicochemical and adhesive properties, microstructure and storage stability of whey protein-based paper glue",24,https://doi.org/10.1016/j.ijadhadh.2012.11.010,W2006532261,"Guorong Wang, Tiehua Zhang, Sarfraz Ahmad, Jianjun Cheng, Mingruo Guo",article,17.0,5
A5060478670,Jeffrey S. Buzas,1997-10-13,1997,climate control in a solar operated laboratory greenhouse,4,https://doi.org/10.1016/s1474-6670(17)41243-2,W2618023670,"I. Farkas, Andrew Biro, Jeffrey S. Buzas",article,7.0,3
A5069684912,Randall L. Headrick,2009-05-20,2009,ripple formation and smoothening on insulating surfaces,15,https://doi.org/10.1088/0953-8984/21/22/224005,W2041478320,"Randall L. Headrick, Hua Zhou",article,25.0,2
A5087721092,Frances E. Carr,1993-01-02,1993,tsh beta subunit gene expression in human lymphocytes,27,https://doi.org/10.1097/00000441-199301000-00001,W2066426269,"Mark E. Peele, James R. Baker, Frances E. Carr, Leonard Wartofsky, Kenneth D. Burman",article,17.0,5
A5053147031,Gerald M. Herrera,1998-06-12,1998,maintained vasodilatory response to cromakalim after inhibition of nitric oxide synthesis,12,https://doi.org/10.1097/00005344-199806000-00017,W2326533726,"Gerald M. Herrera, Thomas C. Resta, John J. Candelaria, Benjimen R. Walker",article,3.0,4
A5069684912,Randall L. Headrick,2004-06-30,2004,d-107 oriented anthracene and pentacene thin films—<i>invited</i>,1,https://doi.org/10.1154/1.1779857,W1983904774,"Randall L. Headrick, Hua Zhou, Ricardo Ruiz, Alex C. Mayer, George G. Malliaras, A. Kazimirov",article,20.0,6
A5030675455,Paula B. Deming,2025-04-15,2025,abstract 5391: the hexosamine biosynthetic pathway promotes metastatic potential upon glutamine deprivation in stk11 null kras-driven lung adenocarcinoma,0,https://doi.org/10.1158/1538-7445.am2025-5391,W4409633606,"Shannon M. Prior, Logan Sands, Sean M. Lenahan, Cole M. Royer, Melissa N. Scheiber, David J. Seward, Paula B. Deming",article,24.0,7
A5010472783,Beth D. Kirkpatrick,2017-02-07,2017,"influence of maternal and socioeconomic factors on breast milk fatty acid composition in urban, low‐income families",22,https://doi.org/10.1111/mcn.12423,W2588782256,"Uma Nayak, Suman Kanungo, Dadong Zhang, E. Ross Colgate, Marya P. Carmolli, Ayan Dey, Masud Alam, Byomkesh Manna, Ranjan K. Nandy, Deok Ryun Kim, Dilip Kumar Paul, Saugato Choudhury, Sushama Sahoo, William S. Harris, Thomas F. Wierzba, Tahmeed Ahmed, Beth D. Kirkpatrick, Rashidul Haque, William A. Petri, Josyf C. Mychaleckyj",article,22.0,20
A5023858070,Mary Cushman,2025-04-05,2025,"leptin, adiponectin, body mass index, and incident cognitive impairment",0,https://doi.org/10.1177/13872877251326060,W4409591249,"Evan L. Thacker, Reena Karki, Rachel Gabor, Natalie J. Blades, Russell P. Sawyer, Cyrille N Kouambo Beckodro, Quinn Preece, Steven E. Prince, Morgen Smith, Sarah Gillett, Suzanne E. Judd, Richard Kennedy, Jorge R. Kizer, Deborah A. Levine, William M. McClellan, Manjula Kurella Tamura, Frederick W. Unverzagt, Virginia G. Wadley, Mary Cushman",article,51.0,19
A5074460980,Matthew Carlson,2018-07-13,2018,conclusion. the evolution of political corruption and scandals,0,https://doi.org/10.7591/9781501715679-012,W4237979937,"Matthew Carlson, Steven R. Reed",book-chapter,16.0,2
A5033892718,Christopher S. Francklyn,2019-04-02,2019,knock-down of histidyl-trna synthetase causes cell cycle arrest and apoptosis of neuronal progenitor cells in vivo,16,https://doi.org/10.3389/fcell.2019.00067,W2942205537,"Ashley Waldron, Claire Wilcox, Christopher S. Francklyn, Alicia M. Ebert",article,32.0,4
A5070720713,Anne E. Dixon,2021-05-27,2021,the challenge of addressing obesity in people with poorly controlled asthma,9,https://doi.org/10.1002/osp4.533,W3162079906,"Anne E. Dixon, Kathryn Blake, Emily DiMango, Mark T. Dransfield, Laura C. Feemster, Olivia Johnson, Gem Roy, Heather Hazucha, Jean Harvey, Meredith C. McCormack, Robert A. Wise, Janet T. Holbrook",article,27.0,12
A5070545248,J.H.C. Costa,2014-11-05,2014,a survey of management practices that influence production and welfare of dairy calves in 244 family,0,https://doi.org/10.3920/9789086867981_183,W4388474390,"María José Hötzel, Caterina Longo, Lucas Fillietaz Balcão, J.H.C. Costa, Carla Cardoso, Ruan R. Daros",book-chapter,7.0,6
A5085980410,Brian Cunniff,2023-06-15,2023,deletion of miro1 in airway club cells potentiates allergic asthma phenotypes,0,https://doi.org/10.3389/falgy.2023.1187945,W4380264627,"S. Bruno, Amelia Lamberty, Margaret A. McCoy, Z. Mark, Nirav Daphtary, Minara Aliyeva, Kelly J. Butnor, Matthew E. Poynter, Vikas Anathy, Brian Cunniff",article,12.0,10
A5070720713,Anne E. Dixon,1998-01-24,1998,the wannabee culture: why no-one does what they used to.,1,,W255788672,Anne E. Dixon,article,4.0,1
A5040821463,Peter Sheridan Dodds,2014-01-11,2014,constructing a taxonomy of fine-grained human movement and activity motifs through social media,1,https://doi.org/10.48550/arxiv.1410.1393,W2153566743,"Morgan R. Frank, Jake Ryland Williams, Lewis Mitchell, James P. Bagrow, Peter Sheridan Dodds, Christopher M. Danforth",preprint,15.0,6
A5052810664,Patrick J. Callery,2020-01-21,2020,detecting false accounts in intermediated voluntary disclosure,3,https://doi.org/10.2139/ssrn.3520704,W3141685030,"Patrick J. Callery, Jessica Perkins",article,5.0,2
A5014570718,Jason H. T. Bates,2002-05-01,2002,nonlinearity of respiratory mechanics during bronchoconstriction in mice with airway inflammation,75,https://doi.org/10.1152/japplphysiol.00883.2001,W2129922473,"Scott Wagers, Lennart K. A. Lundblad, Henrique Takachi Moriya, Jason H. T. Bates, Charles G. Irvin",article,13.0,5
A5031362021,Jane B. Lian,2018-11-07,2018,ethyl acetate and n‐butanol fraction of <i>cissus quadrangularis</i> promotes the mineralization potential of murine pre‐osteoblast cell line mc3t3‐e1 (sub‐clone 4),12,https://doi.org/10.1002/jcp.27707,W2901114245,"Rabail Hassan Toor, Raazia Tasadduq, Achyut Adhikari, Muhammad Iqbal Chaudhary, Jane B. Lian, Janet L. Stein, Gary S. Stein, Abdul Rauf Shakoori",article,46.0,8
A5062946342,,2012-09-10,2012,smokeless tobacco and risk of head and neck cancer: evidence from a case–control study in new england,73,https://doi.org/10.1002/ijc.27839,W2044683897,"Jiachen Zhou, Dominique S. Michaud, Scott M. Langevin, Michael D. McClean, Melissa Eliot, Karl T. Kelsey",article,,6
A5033544452,Bernard F. Cole,2017-12-23,2017,meta‐stepp with random effects,6,https://doi.org/10.1002/jrsm.1288,W2780413079,"Xin Victoria Wang, Bernard F. Cole, Marco Bonetti, Richard D. Gelber",article,17.0,4
A5040821463,Peter Sheridan Dodds,2015-01-22,2015,nonlinear functional mapping of the human brain,1,https://doi.org/10.48550/arxiv.1510.03765,W4293662453,"Nicholas Allgaier, Tobias Banaschewski, Gareth J. Barker, Arun L.W. Bokde, Josh Bongard, Uli Bromberg, Christian Büchel, Anna Cattrell, Patricia Conrod, Christopher M. Danforth, Sylvane Desrivières, Peter Sheridan Dodds, Herta Flor, Vincent Frouin, Jürgen Gallinat, Penny Gowland, Andreas Heinz, Bernd Ittermann, Scott Mackey, Jean‐Luc Martinot, Kevin Murphy, Frauke Nees, Dimitri Papadopoulos Orfanos, Luise Poustka, Michael N. Smolka, Henrik Walter, Robert Whelan, Günter Schumann, Hugh Garavan, IMAGEN Consortium",preprint,16.0,30
A5031362021,Jane B. Lian,1994-01-20,1994,"abnormalities of phosphoprotein gene expression in three osteopetrotic rat mutations: elevated mrna transcripts, protein synthesis, and accumulation in bone of mutant animals",20,https://doi.org/10.1002/jcp.1041580114,W2017134252,"Victoria Shalhoub, Brian R. Bettencourt, Mary E. Jackson, Carole A. MacKay, Melvin J. Glimcher, S. C. Marks, Gary S. Stein, Jane B. Lian",article,22.0,8
A5081119848,Janet L. Stein,2023-03-19,2023,supplementary figure s5 from targeting of runx2 by mir-135 and mir-203 impairs progression of breast cancer and metastatic bone disease,0,https://doi.org/10.1158/0008-5472.22407348,W4361874648,"Hanna Taipaleenmäki, Gillian Browne, Jacqueline Akech, Jozef Zustin, André J. van Wijnen, Janet L. Stein, Eric Hesse, Gary S. Stein, Jane B. Lian",preprint,59.0,9
A5031789321,V. Ernesto Méndez,2022-07-31,2022,climatic factors affecting plants,0,https://doi.org/10.1201/9781003304043-8,W4283827326,"Stephen R. Gliessman, V. Ernesto Méndez, Victor M. Izzo, Eric W. Engles, Andrew Gerlicz",book-chapter,27.0,5
A5015787795,Stephen T. Higgins,1989-10-11,1989,effects of d-amphetamine on choice of social versus monetary reinforcement: a discrete-trial test,15,https://doi.org/10.1016/0091-3057(89)90315-8,W1991728481,"Stephen T. Higgins, John R. Hughes, Warren K. Bickel",article,7.0,3
A5048613602,Nicolas Perdrial,2016-02-26,2016,experimental investigation of fracture aperture and permeability change within enhanced geothermal systems,97,https://doi.org/10.1016/j.geothermics.2016.02.003,W2285992456,"Robert A. Caulk, Ehsan Ghazanfari, Julia Perdrial, Nicolas Perdrial",article,11.0,4
A5075679004,Christopher L. Berger,2023-05-18,2023,modification of the neck linker of kif18a alters microtubule subpopulation preference,1,https://doi.org/10.1101/2023.05.02.539080,W4367673497,"Katelyn J. Queen, Alisa Cario, Christopher L. Berger, Jason Stumpff",preprint,47.0,4
A5090686681,Joshua Farley,2013-09-09,2013,book reviews,1,https://doi.org/10.1016/j.ecolecon.2013.07.017,W3021501468,Joshua Farley,article,9.0,1
A5036140974,Matthew Price,2020-09-22,2020,different trajectories of ptsd symptoms during the acute post-trauma period,13,https://doi.org/10.1016/j.jpsychires.2020.08.037,W3083106584,"Zoe M. F. Brier, Julie P. Connor, Alison C. Legrand, Matthew Price",article,14.0,4
A5079241058,Thomas P. Ahern,2018-09-18,2018,impact of policy interventions on postoperative opioid prescribing,21,https://doi.org/10.1093/pm/pny215,W2900269847,"Charles D. MacLean, Mayo H. Fujii, Thomas P. Ahern, Peter A. Holoch, R. Russell, Ashley Hodges, Jesse Moore",article,18.0,7
A5063968442,Abigail Crocker,2007-08-21,2007,cancer associated fibroblasts stimulated by transforming growth factor beta1 (tgf-β1) increase invasion rate of tumor cells: a population study,120,https://doi.org/10.1007/s10549-007-9684-7,W2061346823,"Theresa Casey, J.D. Eneman, Abigail Crocker, Jeffrey H. White, Joseph Tessitore, Mary Stanley, Seth P. Harlow, Janice Y. Bunn, Donald L. Weaver, Hyman B. Muss, Karen Plaut",article,3.0,11
A5063274084,Vikas Anathy,2023-05-05,2023,redox regulation of influenza neuraminidase by protein disulfide isomerase a3,0,https://doi.org/10.1164/ajrccm-conference.2023.207.1_meetingabstracts.a3982,W4367599562,"M. Ruban, N. Chamberlain, Z. Mark, S. Bruno, A. Kumar, R Chandrasekaran, Dhêmerson Souza de Lima, Vikas Anathy",article,22.0,8
A5066307333,Emily L. Coderre,2008-03-07,2008,the stroop effect in kana and kanji scripts in native japanese speakers: an fmri study,39,https://doi.org/10.1016/j.bandl.2008.01.011,W2084074170,"Emily L. Coderre, Christopher G. Filippi, Paul Newhouse, Julie A. Dumas",article,0.0,4
A5014570718,Jason H. T. Bates,2012-05-26,2012,dynamic airway contraction in a lung explant modeled by a spring network model and continuum theory,0,https://doi.org/10.1164/ajrccm-conference.2012.185.1_meetingabstracts.a2698,W2334489750,"Baoshun Ma, Michael J. Sanderson, Jason H. T. Bates",article,23.0,3
A5067076795,Michele E. Commercio,2004-11-03,2004,exit in the near abroad : the russian minorities in latvia and kyrgyzstan,27,https://doi.org/10.1080/10758216.2004.11052185,W2280061152,Michele E. Commercio,article,0.0,1
A5085232359,Nicholas J. Gotelli,2009-08-31,2009,competition between spiders and pitcher plants? prey availability and trophic interactions in bogs,0,https://doi.org/10.1038/npre.2009.3662,W4241826621,"Clarisse Hart, Clarisse Hart, Jonathan Mejia, Nicholas J. Gotelli, Aaron M. Ellison",preprint,27.0,5
A5008146559,Mandar M. Dewoolkar,2014-02-23,2014,assessment of streambank stability-a case study,4,https://doi.org/10.1061/9780784413272.098,W2320732783,"Jaron Borg, Mandar M. Dewoolkar, Paul R. Bierman",article,19.0,3
A5034453011,Eric von Wettberg,2016-12-02,2016,"a minimally invasive, automated procedure for dna extraction from epidermal peels of succulent cacti (cactaceae)",0,https://doi.org/10.2985/026.022.0109,W2581039859,"Tonya D. Fotinos, Teodoro Clase, Alberto Veloz, Francisco Jiménez Otárola, M. Patrick Griffith, Eric von Wettberg",article,13.0,6
A5031362021,Jane B. Lian,2003-12-19,2003,mitotic partitioning and selective reorganization of tissue-specific transcription factors in progeny cells,92,https://doi.org/10.1073/pnas.2533076100,W2071146479,"Sayyed K. Zaidi, Daniel Young, Shirwin M. Pockwinse, Amjad Javed, Jane B. Lian, Janet L. Stein, André J. van Wijnen, Gary S. Stein",article,31.0,8
A5110213117,Adrian Ivakhiv,2005-03-22,2005,"in search of deeper identities neopaganism and ""native faith"" in contemporary ukraine",17,https://doi.org/10.1525/nr.2005.8.3.7,W2030648941,Adrian Ivakhiv,article,14.0,1
A5031362021,Jane B. Lian,2003-06-20,2003,"ajulemic acid, a nonpsychoactive cannabinoid acid, induces apoptosis in human t lymphocytes",33,https://doi.org/10.1016/s1521-6616(03)00064-0,W2056679131,"Bonnie Bidinger, Roxabella Torres, Ronald G. Rossetti, Lisa Brown, Rosa Beltre, Sumner Burstein, Jane B. Lian, Gary S. Stein, Robert B. Zurier",article,31.0,9
A5103217263,Gary S. Stein,1990-02-18,1990,"cis-diamminedichloroplatinum(ii) cross-linking of the human myeloid cell nuclear differentiation antigen to dna in hl-60 cells following 1,25-dihydroxy vitamin d3-induced monocyte differentiation.",21,,W1483556972,"M. Gaczyński, John A. G. Briggs, A Wedrychowski, Ryszard Ólinski, Milan R. Uskoković, Jane B. Lian, Gary S. Stein, R C Briggs",article,35.0,8
A5065482485,Andrew Barnaby,2015-02-07,2015,'it is the cause ... let me not name it': (mis)reading memento through othello,1,https://doi.org/10.1093/adaptation/apu070,W2097056306,Andrew Barnaby,article,24.0,1
A5058304577,Anthony W. D’Amato,2018-03-07,2018,expansion of southern pine beetle into northeastern forests: management and impact of a primary bark beetle in a new region,98,https://doi.org/10.1093/jofore/fvx009,W2793003884,"Kevin J. Dodds, Carissa F. Aoki, Adriana Arango‐Velez, Jessica Cancelliere, Anthony W. D’Amato, Marc F. DiGirolomo, Robert J. Rabaglia",article,16.0,7
A5058304577,Anthony W. D’Amato,2008-09-16,2008,spatial impacts of soil disturbance and residual overstory on density and growth of regenerating aspen,19,https://doi.org/10.1016/j.foreco.2008.07.037,W2067227956,"Klaus J. Puettmann, Anthony W. D’Amato, Melissa J. Arikian, John C. Zasada",article,6.0,4
A5066791342,Josh Bongard,2007-08-15,2007,synthesizing physically-realistic environmental models from robot exploration,2,https://doi.org/10.1007/978-3-540-74913-4_81,W1562832000,Josh Bongard,book-chapter,8.0,1
A5014700972,Harold L. Dauerman,1998-02-10,1998,balloon angioplasty versus debulking for treatment of diffuse in-stent restenosis,4,https://doi.org/10.1016/s0735-1097(98)80328-8,W2017487064,"Harold L. Dauerman, Donald S. Baim, Amelia Sparano, C. Michael Gibson, Richard E. Kuntz, Joseph P. Carrozza, David J. Cohen",article,2.0,7
A5081119848,Janet L. Stein,1998-06-19,1998,tgf-β1 modifications in nuclear matrix proteins of osteoblasts during differentiation,4,https://doi.org/10.1002/(sici)1097-4644(19980601)69:3<291::aid-jcb7>3.0.co;2-m,W2033592063,"Danielle M. Lindenmuth, André J. van Wijnen, Sheldon Penman, Janet L. Stein, Gary S. Stein, Jane B. Lian",article,34.0,6
A5036140974,Matthew Price,2020-02-26,2020,emotionally valenced stimuli impact response inhibition in those with substance use disorder and co-occurring anxiety and depression symptoms,12,https://doi.org/10.1016/j.jad.2020.02.008,W3005467252,"Alison C. Legrand, Matthew Price",article,14.0,2
A5015290549,Bruce L. Parker,2021-06-06,2021,"biological control of western flower thrips, <i>frankliniella occidentalis</i> using a self-sustaining granular fungal treatment",6,https://doi.org/10.1017/s0007485321000365,W3172910325,"Agrin Davari, Bruce L. Parker, Cheryl Frank Sullivan, Arash Ghalehgolabbehbahani, Margaret Skinner",article,57.0,5
A5017116907,Nicole E. Conroy,2017-01-07,2017,what's the harm? harms in research with adults with intellectual disability,39,https://doi.org/10.1352/1944-7558-122.1.78,W2575529055,"Katherine McDonald, Nicole E. Conroy, Robert S. Olick, The Project ETHICS Expert Panel",article,4.0,4
A5058304577,Anthony W. D’Amato,2008-10-20,2008,stand and landscape‐level disturbance dynamics in old‐growth forests in western massachusetts,68,https://doi.org/10.1890/07-0593.1,W2039120320,"Anthony W. D’Amato, David A. Orwig",article,6.0,2
A5054296464,Laura J. May‐Collado,2020-04-21,2020,"coastal resources of bocas del toro, panama: tourism and development pressures and the quest for sustainability",10,https://doi.org/10.1080/08920753.2020.1747915,W3016258183,Laura J. May‐Collado,article,15.0,1
A5042896751,Seth Frietze,2018-02-02,2018,structural insights into the recognition of mono- and di-acetylated histones by the atad2b bromodomain,0,https://doi.org/10.1101/263624,W2791649525,"Jonathan T. Lloyd, Kyle McLaughlin, Mulu Y. Lubula, Jamie C. Gay, Andrea Dest, Cong Gao, Margaret Phillips, Marco Tonelli, Gabriel Cornilescu, Matthew R. Marunde, Chiara M. Evans, Samuel P. Boyson, Samuel Carlson, Michael‐Christopher Keogh, John L. Markley, Seth Frietze, Karen C. Glass",preprint,17.0,17
A5010948910,Jessica DeMink-Carthew,2018-10-05,2018,redesigning teacher education in the context of multiple reform initiatives,0,https://doi.org/10.4018/978-1-5225-7305-0.ch008,W4233100995,"Jessica DeMink-Carthew, Maria E. Hyler, Linda Valli",book-chapter,3.0,3
A5030384293,Jamie L. Abaied,2016-01-17,2016,skin conductance level reactivity moderates the association between parental psychological control and relational aggression in emerging adulthood,33,https://doi.org/10.1007/s10964-016-0422-5,W2247913280,"Caitlin Wagner, Jamie L. Abaied",article,8.0,2
